"Subsidies"
"Industry Specialization Index (Location Quotient)" 
"Bureau of Economic Analysis" 
""
"Fips","Area","IndCode","Industry","2005","2010","2015"
"34000","New Jersey","30","        Printing and related support activities","(NM)","(NM)","(NM)"
"34000","New Jersey","31","        Petroleum and coal products manufacturing","(NM)","(NM)","(NM)"
"34000","New Jersey","32","        Chemical products manufacturing","(NM)","(NM)","(NM)"
"34000","New Jersey","33","        Plastics and rubber products manufacturing","(NM)","(NM)","(NM)"
"34000","New Jersey","34","    Wholesale trade","(NM)","(NM)","(NM)"
"34000","New Jersey","35","    Retail trade","(NM)","(NM)","(NM)"
"34000","New Jersey","36","    Transportation and warehousing","(NM)","(NM)","(NM)"
"34000","New Jersey","37","      Air transportation","(NM)","(NM)","(NM)"
"34000","New Jersey","38","      Rail transportation","(NM)","(NM)","(NM)"
"34000","New Jersey","39","      Water transportation","(NM)","(NM)","(NM)"
"34000","New Jersey","40","      Truck transportation","(NM)","(NM)","(NM)"
"34000","New Jersey","41","      Transit and ground passenger transportation","(NM)","(NM)","(NM)"
"34000","New Jersey","42","      Pipeline transportation","(NM)","(NM)","(NM)"
"34000","New Jersey","43","      Other transportation and support activities","(NM)","(NM)","(NM)"
"34000","New Jersey","44","      Warehousing and storage","(NM)","(NM)","(NM)"
"34000","New Jersey","45","    Information","(NM)","(NM)","(NM)"
"34000","New Jersey","46","      Publishing industries, except Internet (includes software)","(NM)","(NM)","(NM)"
"34000","New Jersey","47","      Motion picture and sound recording industries","(NM)","(NM)","(NM)"
"34000","New Jersey","48","      Broadcasting and telecommunications","(NM)","(NM)","(NM)"
"34000","New Jersey","49","      Data processing, internet publishing, and other information services","(NM)","(NM)","(NM)"
"34000","New Jersey","50","    Finance, insurance, real estate, rental, and leasing","(NM)","(NM)","(NM)"
"34000","New Jersey","51","      Finance and insurance","(NM)","(NM)","(NM)"
"34000","New Jersey","52","        Federal Reserve banks, credit intermediation, and related services","(NM)","(NM)","(NM)"
"34000","New Jersey","53","        Securities, commodity contracts, and investments","(NM)","(NM)","(NM)"
"34000","New Jersey","54","        Insurance carriers and related activities","(NM)","(NM)","(NM)"
"34000","New Jersey","55","        Funds, trusts, and other financial vehicles","(NM)","(NM)","(NM)"
"34000","New Jersey","56","      Real estate and rental and leasing","(NM)","(NM)","(NM)"
"34000","New Jersey","57","        Real estate","(NM)","(NM)","(NM)"
"34000","New Jersey","58","        Rental and leasing services and lessors of intangible assets","(NM)","(NM)","(NM)"
"34000","New Jersey","59","    Professional and business services","(NM)","(NM)","(NM)"
"34000","New Jersey","60","      Professional, scientific, and technical services","(NM)","(NM)","(NM)"
"34000","New Jersey","61","        Legal services","(NM)","(NM)","(NM)"
"34000","New Jersey","62","        Computer systems design and related services","(NM)","(NM)","(NM)"
"34000","New Jersey","63","        Miscellaneous professional, scientific, and technical services","(NM)","(NM)","(NM)"
"34000","New Jersey","64","      Management of companies and enterprises","(NM)","(NM)","(NM)"
"34000","New Jersey","65","      Administrative and waste management services","(NM)","(NM)","(NM)"
"34000","New Jersey","66","        Administrative and support services","(NM)","(NM)","(NM)"
"34000","New Jersey","67","        Waste management and remediation services","(NM)","(NM)","(NM)"
"34000","New Jersey","68","    Educational services, health care, and social assistance","(NM)","(NM)","(NM)"
"34000","New Jersey","69","      Educational services","(NM)","(NM)","(NM)"
"34000","New Jersey","70","      Health care and social assistance","(NM)","(NM)","(NM)"
"34000","New Jersey","71","        Ambulatory health care services","(NM)","(NM)","(NM)"
"34000","New Jersey","72","        Hospitals and nursing and residential care facilities","(NM)","(NM)","(NM)"
"34000","New Jersey","73","        Social assistance","(NM)","(NM)","(NM)"
"34000","New Jersey","74","    Arts, entertainment, recreation, accommodation, and food services","(NM)","(NM)","(NM)"
"34000","New Jersey","75","      Arts, entertainment, and recreation","(NM)","(NM)","(NM)"
"34000","New Jersey","76","        Performing arts, spectator sports, museums, and related activities","(NM)","(NM)","(NM)"
"34000","New Jersey","77","        Amusements, gambling, and recreation industries","(NM)","(NM)","(NM)"
"34000","New Jersey","78","      Accommodation and food services","(NM)","(NM)","(NM)"
"34000","New Jersey","79","        Accommodation","(NM)","(NM)","(NM)"
"34000","New Jersey","80","        Food services and drinking places","(NM)","(NM)","(NM)"
"34000","New Jersey","81","    Other services, except government","(NM)","(NM)","(NM)"
"34000","New Jersey","82","  Government","(NM)","(NM)","(NM)"
"34000","New Jersey","83","    Federal civilian","(NM)","(NM)","(NM)"
"34000","New Jersey","84","    Federal military","(NM)","(NM)","(NM)"
"34000","New Jersey","85","    State and local","(NM)","(NM)","(NM)"
"34000","New Jersey","86","Addenda:","","",""
"34000","New Jersey","86","Natural resources and mining","(NM)","(NM)","(NM)"
"34000","New Jersey","87","Trade","(NM)","(NM)","(NM)"
"34000","New Jersey","88","Transportation and utilities","(NM)","(NM)","(NM)"
"34000","New Jersey","89","Private goods-producing industries","(NM)","(NM)","(NM)"
"34000","New Jersey","90","Private services-providing industries","(NM)","(NM)","(NM)"
"35000","New Mexico","1","All industry total","(NM)","(NM)","(NM)"
"35000","New Mexico","2","  Private industries","(NM)","(NM)","(NM)"
"35000","New Mexico","3","    Agriculture, forestry, fishing, and hunting","(NM)","(NM)","(NM)"
"35000","New Mexico","4","      Farms","(NM)","(NM)","(NM)"
"35000","New Mexico","5","      Forestry, fishing, and related activities","(NM)","(NM)","(NM)"
"35000","New Mexico","6","    Mining","(NM)","(NM)","(NM)"
"35000","New Mexico","7","      Oil and gas extraction","(NM)","(NM)","(NM)"
"35000","New Mexico","8","      Mining, except oil and gas","(NM)","(NM)","(NM)"
"35000","New Mexico","9","      Support activities for mining","(NM)","(NM)","(NM)"
"35000","New Mexico","10","    Utilities","(NM)","(NM)","(NM)"
"35000","New Mexico","11","    Construction","(NM)","(NM)","(NM)"
"35000","New Mexico","12","    Manufacturing","(NM)","(NM)","(NM)"
"35000","New Mexico","13","      Durable goods manufacturing","(NM)","(NM)","(NM)"
"35000","New Mexico","14","        Wood products manufacturing","(NM)","(NM)","(NM)"
"35000","New Mexico","15","        Nonmetallic mineral products manufacturing","(NM)","(NM)","(NM)"
"35000","New Mexico","16","        Primary metals manufacturing","(NM)","(NM)","(NM)"
"35000","New Mexico","17","        Fabricated metal products","(NM)","(NM)","(NM)"
"35000","New Mexico","18","        Machinery manufacturing","(NM)","(NM)","(NM)"
"35000","New Mexico","19","        Computer and electronic products manufacturing","(NM)","(NM)","(NM)"
"35000","New Mexico","20","        Electrical equipment, appliance, and components manufacturing","(NM)","(NM)","(NM)"
"35000","New Mexico","21","        Motor vehicles, bodies and trailers, and parts manufacturing","(NM)","(NM)","(NM)"
"35000","New Mexico","22","        Other transportation equipment manufacturing","(NM)","(NM)","(NM)"
"35000","New Mexico","23","        Furniture and related products manufacturing","(NM)","(NM)","(NM)"
"35000","New Mexico","24","        Miscellaneous manufacturing","(NM)","(NM)","(NM)"
"35000","New Mexico","25","      Nondurable goods manufacturing","(NM)","(NM)","(NM)"
"35000","New Mexico","26","        Food and beverage and tobacco products manufacturing","(NM)","(NM)","(NM)"
"35000","New Mexico","27","        Textile mills and textile product mills","(NM)","(NM)","(NM)"
"35000","New Mexico","28","        Apparel and leather and allied products manufacturing","(NM)","(NM)","(NM)"
"35000","New Mexico","29","        Paper products manufacturing","(NM)","(NM)","(NM)"
"35000","New Mexico","30","        Printing and related support activities","(NM)","(NM)","(NM)"
"35000","New Mexico","31","        Petroleum and coal products manufacturing","(NM)","(NM)","(NM)"
"35000","New Mexico","32","        Chemical products manufacturing","(NM)","(NM)","(NM)"
"35000","New Mexico","33","        Plastics and rubber products manufacturing","(NM)","(NM)","(NM)"
"35000","New Mexico","34","    Wholesale trade","(NM)","(NM)","(NM)"
"35000","New Mexico","35","    Retail trade","(NM)","(NM)","(NM)"
"35000","New Mexico","36","    Transportation and warehousing","(NM)","(NM)","(NM)"
"35000","New Mexico","37","      Air transportation","(NM)","(NM)","(NM)"
"35000","New Mexico","38","      Rail transportation","(NM)","(NM)","(NM)"
"35000","New Mexico","39","      Water transportation","(NM)","(NM)","(NM)"
"35000","New Mexico","40","      Truck transportation","(NM)","(NM)","(NM)"
"35000","New Mexico","41","      Transit and ground passenger transportation","(NM)","(NM)","(NM)"
"35000","New Mexico","42","      Pipeline transportation","(NM)","(NM)","(NM)"
"35000","New Mexico","43","      Other transportation and support activities","(NM)","(NM)","(NM)"
"35000","New Mexico","44","      Warehousing and storage","(NM)","(NM)","(NM)"
"35000","New Mexico","45","    Information","(NM)","(NM)","(NM)"
"35000","New Mexico","46","      Publishing industries, except Internet (includes software)","(NM)","(NM)","(NM)"
"35000","New Mexico","47","      Motion picture and sound recording industries","(NM)","(NM)","(NM)"
"35000","New Mexico","48","      Broadcasting and telecommunications","(NM)","(NM)","(NM)"
"35000","New Mexico","49","      Data processing, internet publishing, and other information services","(NM)","(NM)","(NM)"
"35000","New Mexico","50","    Finance, insurance, real estate, rental, and leasing","(NM)","(NM)","(NM)"
"35000","New Mexico","51","      Finance and insurance","(NM)","(NM)","(NM)"
"35000","New Mexico","52","        Federal Reserve banks, credit intermediation, and related services","(NM)","(NM)","(NM)"
"35000","New Mexico","53","        Securities, commodity contracts, and investments","(NM)","(NM)","(NM)"
"35000","New Mexico","54","        Insurance carriers and related activities","(NM)","(NM)","(NM)"
"35000","New Mexico","55","        Funds, trusts, and other financial vehicles","(NM)","(NM)","(NM)"
"35000","New Mexico","56","      Real estate and rental and leasing","(NM)","(NM)","(NM)"
"35000","New Mexico","57","        Real estate","(NM)","(NM)","(NM)"
"35000","New Mexico","58","        Rental and leasing services and lessors of intangible assets","(NM)","(NM)","(NM)"
"35000","New Mexico","59","    Professional and business services","(NM)","(NM)","(NM)"
"35000","New Mexico","60","      Professional, scientific, and technical services","(NM)","(NM)","(NM)"
"35000","New Mexico","61","        Legal services","(NM)","(NM)","(NM)"
"35000","New Mexico","62","        Computer systems design and related services","(NM)","(NM)","(NM)"
"35000","New Mexico","63","        Miscellaneous professional, scientific, and technical services","(NM)","(NM)","(NM)"
"35000","New Mexico","64","      Management of companies and enterprises","(NM)","(NM)","(NM)"
"35000","New Mexico","65","      Administrative and waste management services","(NM)","(NM)","(NM)"
"35000","New Mexico","66","        Administrative and support services","(NM)","(NM)","(NM)"
"35000","New Mexico","67","        Waste management and remediation services","(NM)","(NM)","(NM)"
"35000","New Mexico","68","    Educational services, health care, and social assistance","(NM)","(NM)","(NM)"
"35000","New Mexico","69","      Educational services","(NM)","(NM)","(NM)"
"35000","New Mexico","70","      Health care and social assistance","(NM)","(NM)","(NM)"
"35000","New Mexico","71","        Ambulatory health care services","(NM)","(NM)","(NM)"
"35000","New Mexico","72","        Hospitals and nursing and residential care facilities","(NM)","(NM)","(NM)"
"35000","New Mexico","73","        Social assistance","(NM)","(NM)","(NM)"
"35000","New Mexico","74","    Arts, entertainment, recreation, accommodation, and food services","(NM)","(NM)","(NM)"
"35000","New Mexico","75","      Arts, entertainment, and recreation","(NM)","(NM)","(NM)"
"35000","New Mexico","76","        Performing arts, spectator sports, museums, and related activities","(NM)","(NM)","(NM)"
"35000","New Mexico","77","        Amusements, gambling, and recreation industries","(NM)","(NM)","(NM)"
"35000","New Mexico","78","      Accommodation and food services","(NM)","(NM)","(NM)"
"35000","New Mexico","79","        Accommodation","(NM)","(NM)","(NM)"
"35000","New Mexico","80","        Food services and drinking places","(NM)","(NM)","(NM)"
"35000","New Mexico","81","    Other services, except government","(NM)","(NM)","(NM)"
"35000","New Mexico","82","  Government","(NM)","(NM)","(NM)"
"35000","New Mexico","83","    Federal civilian","(NM)","(NM)","(NM)"
"35000","New Mexico","84","    Federal military","(NM)","(NM)","(NM)"
"35000","New Mexico","85","    State and local","(NM)","(NM)","(NM)"
"35000","New Mexico","86","Addenda:","","",""
"35000","New Mexico","86","Natural resources and mining","(NM)","(NM)","(NM)"
"35000","New Mexico","87","Trade","(NM)","(NM)","(NM)"
"35000","New Mexico","88","Transportation and utilities","(NM)","(NM)","(NM)"
"35000","New Mexico","89","Private goods-producing industries","(NM)","(NM)","(NM)"
"35000","New Mexico","90","Private services-providing industries","(NM)","(NM)","(NM)"
